chi_w,m2
0.006492682351789174,0.022101750568471662
0.008430984824246913,0.02076252990805278
0.010947941275318052,0.019023416170361226
0.014216301021336357,0.0167649455174238
0.01846038534979059,0.013831892646919466
0.023971483633562565,0.010022417628104421
0.031127845746766927,0.005073309899769555
0.03424063032144362,0.002918828056805172
0.034290039600406746,0.0028846127994666152
0.03433944887936986,0.0028503968125837666
0.03438885815833299,0.002816180082896042
0.03443826743729611,0.002781962596736207
0.034487676716259234,0.0027477443400126993
0.03453708599522235,0.0027135252981909538
0.034586495274185475,0.0026793054562736346
0.006492682351789174,0.024840831687900262
0.008430984824246913,0.02334254873693092
0.010947941275318052,0.021396540687422545
0.014216301021336357,0.01886874067626046
0.01846038534979059,0.015584573739166524
0.023971483633562565,0.011315981096341863
0.031127845746766927,0.00576126712518526
0.03424063032144362,0.003336269577882267
0.034290039600406746,0.003297692154682612
0.03433944887936986,0.0032591110950709948
0.03438885815833299,0.003220526332950073
0.03443826743729611,0.003181937800195554
0.034487676716259234,0.0031433454265680652
0.03453708599522235,0.0031047491396200785
0.034586495274185475,0.0030661488645974547
0.006492682351789174,0.025253994734389235
0.008430984824246913,0.023726889427009453
0.010947941275318052,0.021743631417825114
0.014216301021336357,0.019167803212937644
0.01846038534979059,0.015821975333648566
0.023971483633562565,0.011474940791315436
0.031127845746766927,0.005823184842024603
0.03424063032144362,0.0033596046461159073
0.034290039600406746,0.0033204496937327575
0.03433944887936986,0.0032812925907724348
0.03438885815833299,0.003242133298144912
0.03443826743729611,0.0032029717755614217
0.034487676716259234,0.0031638079814823375
0.03453708599522235,0.003124641873062135
0.034586495274185475,0.0030854734060911425
0.006492682351789174,0.02401276222949194
0.008430984824246913,0.022555142698977324
0.010947941275318052,0.020662413760184496
0.014216301021336357,0.01820471973514706
0.01846038534979059,0.01501348658349097
0.023971483633562565,0.010869951075567628
0.031127845746766927,0.005490594964100856
0.03424063032144362,0.003151635516197339
0.034290039600406746,0.0031145176923475008
0.03433944887936986,0.0030774002311479533
0.03438885815833299,0.003040283139190412
0.03443826743729611,0.003003166423268743
0.034487676716259234,0.0029660500903877464
0.03453708599522235,0.0029289341477724377
0.034586495274185475,0.0028918186028778483
0.006492682351789174,0.023087179683048145
0.008430984824246913,0.021684761843555205
0.010947941275318052,0.01986376728579871
0.014216301021336357,0.01749932544005908
0.01846038534979059,0.014429394853722646
0.023971483633562565,0.010443862315814855
0.031127845746766927,0.005271121288130552
0.03424063032144362,0.0030231187722972383
0.034290039600406746,0.0029874551568330756
0.03433944887936986,0.0029517923488931444
0.03438885815833299,0.002916130363155419
0.03443826743729611,0.002880469214748009
0.034487676716259234,0.002844808919268705
0.03453708599522235,0.0028091494928056647
0.034586495274185475,0.0027734909519592393
