chi_w,m2
0.006092666075727542,0.01346050347542443
0.007424115982064248,0.012487219618304492
0.009046531917237905,0.011301703050557044
0.011023499623028371,0.009857911779450687
0.013432500437804062,0.00810007306820064
0.016367947945920835,0.005961064289766653
0.019944888235877242,0.0033619615983079875
0.021939377059464967,0.001919714986413737
0.021971035612220326,0.001896896340743549
0.02200269416497569,0.0018740808528276876
0.02203435271773105,0.001851268580063159
0.02206601127048641,0.0018284595816071172
0.02209766982324177,0.0018056539184533918
0.022129328375997133,0.0017828516535133108
0.022160986928752492,0.0017600528517011875
0.006092666075727542,0.013107452848876258
0.007424115982064248,0.012168342257788484
0.009046531917237905,0.011024222409396139
0.011023499623028371,0.009630451074312107
0.013432500437804062,0.007932786046741405
0.016367947945920835,0.005865526115024485
0.019944888235877242,0.003349962246867175
0.021939377059464967,0.001950590667094874
0.021971035612220326,0.0019284133371012147
0.02200269416497569,0.001906237493942756
0.02203435271773105,0.0018840631646450015
0.02206601127048641,0.0018618903770622162
0.02209766982324177,0.001839719159913475
0.022129328375997133,0.001817549542820705
0.022160986928752492,0.0017953815563489489
0.006092666075727542,0.013365427010210654
0.007424115982064248,0.012404290631063283
0.009046531917237905,0.011233257399934728
0.011023499623028371,0.009806562711916095
0.013432500437804062,0.0080685435508305
0.016367947945920835,0.005951632752728619
0.019944888235877242,0.003374387017205843
0.021939377059464967,0.0019394969525436557
0.021971035612220326,0.0019167439259499606
0.02200269416497569,0.0018939918789965063
0.02203435271773105,0.0018712408294897498
0.02206601127048641,0.0018484907957822022
0.02209766982324177,0.0018257417967961792
0.022129328375997133,0.001802993852048859
0.022160986928752492,0.0017802469816788203
0.006092666075727542,0.013222553996032779
0.007424115982064248,0.012288176282224967
0.009046531917237905,0.011148988008837221
0.011023499623028371,0.00975977940600584
0.013432500437804062,0.008065018292510962
0.016367947945920835,0.0059959158427691835
0.019944888235877242,0.00346481630328791
0.021939377059464967,0.0020441190144412464
0.021971035612220326,0.002021469096928266
0.02200269416497569,0.0019988149567286965
0.02203435271773105,0.001976156517088777
0.02206601127048641,0.0019534936989009724
0.02209766982324177,0.0019308264206016868
0.022129328375997133,0.0019081545980631452
0.022160986928752492,0.0018854781444791122
0.006092666075727542,0.016354373955323298
0.007424115982064248,0.015182388518240733
0.009046531917237905,0.013754409089744646
0.011023499623028371,0.012014582965510489
0.013432500437804062,0.00989494039654516
0.016367947945920835,0.007312882471855714
0.019944888235877242,0.004168527496781649
0.021939377059464967,0.002417122108224006
0.021971035612220326,0.0023893418810281373
0.02200269416497569,0.0023615624994323147
0.02203435271773105,0.0023337839788066133
0.02206601127048641,0.002306006334992444
0.02209766982324177,0.002278229584323058
0.022129328375997133,0.002250453743645177
0.022160986928752492,0.002222678830341903
