chi_w,m2
0.05308566870548359,0.1864980973321778
0.1453450269890076,0.18647307359015258
0.11975454880532499,0.1802694861724996
0.08954489044153552,0.17632459528262692
0.11566885995063764,0.17490654604971417
0.10675858275019151,0.16674473885801575
0.1500672611835745,0.15948038245231932
0.19270653815299493,0.15219529735193554
0.21812757142126799,0.132108508679131
0.24471995785261003,0.11504563735485489
0.34917277790456414,0.09668865732392588
0.3941751549322721,0.07703502285852018
0.40666638207100736,0.05686047684676837
0.4784633421734881,0.038518613930534705
0.4937682936101752,0.018329765940020715
0.11615058303203729,0.18891938796859184
0.07218980652099621,0.1848773532541353
0.12398054922635848,0.18234652195875992
0.10044551536144303,0.1788633680405175
0.08137158057516863,0.17794749493176426
0.1640742898788607,0.17069601552462257
0.1475560848298365,0.15867182039582522
0.10526802670333718,0.155820414338409
0.23803857352442132,0.13638209213169158
0.2305361081764835,0.1162065011549274
0.33722204008061973,0.09626476191666525
0.3688093308816646,0.07704427674654538
0.4546142675178424,0.060167957642674005
0.5053666202943475,0.03936287775426357
0.49734571799798827,0.01868829414488296
0.10166264289201776,0.18290174542085744
0.07384482355706962,0.18717907553540264
0.0733450872177569,0.1815021915000308
0.0896520244826094,0.18011482568761816
0.1056533357367509,0.17590337218549074
0.09661909699932442,0.16750626486061332
0.21272860567846597,0.15872944176046383
0.1691548876482904,0.15302050484425084
0.17523192253010172,0.13534623552651276
0.2271331159310077,0.11622670395738825
0.3353882229341547,0.0962720811771041
0.3632241730094044,0.07816844659014453
0.3964751963023304,0.058559162587665595
0.5030055385423614,0.03804286212058585
0.5327318020317304,0.018583588082030943
0.04410847194299494,0.18037382702129304
0.05301518666163679,0.18074095977891885
0.10839296404799303,0.18154153235546672
0.13447184594527456,0.17427416140853005
0.07939955599545284,0.17493902024924232
0.0977868225789365,0.16208696681038787
0.18776731394077728,0.15420221744648915
0.1286036235430686,0.14973091595228497
0.20170160194264447,0.13209847424438373
0.25712068195650695,0.11482379067863349
0.33301649429862923,0.09344770833552296
0.31244319958098404,0.07702161545098032
0.4704339889238637,0.05707637873915854
0.4711865123742153,0.037403087100755655
0.5401729272932141,0.018554909718199515
0.13093619434533954,0.1832319389971664
0.080543169294295,0.18426221827325362
0.07201376999837261,0.18075860453368897
0.1265351308246096,0.17861367115551602
0.10975419425027483,0.175184787719868
0.14652406669035328,0.16790191226723294
0.13162011103966964,0.15761077210002314
0.17154441212893373,0.1498203607089384
0.231808926933112,0.13373663865700264
0.27556812874660497,0.11441416527715795
0.33596372514654416,0.09667751442608707
0.3754163916276468,0.07661799181659668
0.410458566702399,0.057674909133489626
0.4978883793611251,0.0390247913008344
0.49546446999003385,0.01884554037853756
