chi_w,m2
0.34684546470389865,0.26933876195420614
0.37744004403403864,0.2691585045826415
0.3168669966237976,0.26978698398594203
0.14238141253486547,0.26809763519832497
0.03659846183303728,0.2659763426217693
0.3565773199596387,0.2576679420539528
0.35672399499428986,0.2544225231396867
0.3905510142046795,0.2500349845475633
0.5376108421505003,0.21685365806188903
0.6640740693625723,0.18660839513756694
0.4315930600017849,0.15451676298857137
0.879674905566228,0.12236200999506086
0.9806521313949208,0.09118528837762921
1.1034529107978324,0.05902566167335895
1.1830297550698783,0.02718883755953531
0.30931753651328864,0.27427389276859854
0.2869141316666093,0.2726305468760339
0.3267742580132691,0.2721919425569791
0.36484653281733626,0.2700937741138132
0.3551131480812608,0.26928194902640373
0.3443614762380578,0.2618218107769915
0.4044860054312692,0.2523447553802568
0.3963926336984902,0.24988873122659672
0.5256616850978176,0.22049669673660754
0.6747615713012757,0.19039627380569019
0.7753428038779339,0.1557322250572649
0.8709889267704057,0.12276993560026528
0.9425080635809238,0.09116704740266338
1.0691538675072798,0.059737650128448505
1.1884824950757051,0.02775081926520944
0.3308561000629332,0.273465085386763
0.33450728396471296,0.27350859906587716
0.364008984752753,0.2712137247629317
0.3500727941892747,0.26693456267898846
0.36895497211485195,0.26303798147523777
0.3625090670659632,0.2598384757259324
0.42456214011282445,0.25339754237788004
0.36088868537185004,0.25186098309554283
0.5105773050420469,0.21905992503518976
0.6459091165142804,0.18790255238181228
0.7843364484204706,0.1545146671555603
0.8627218040027297,0.12324464511331487
0.9807468366272005,0.09161513019929415
1.113958649130282,0.05933869433977945
1.1672998216586494,0.02726742481484439
0.2612286425805278,0.2740011811706398
0.2596269830822433,0.2739098571446274
0.34235515109699377,0.27109461607860397
0.33766302686003935,0.2712270939985545
0.33923605538963186,0.2684788204368898
0.35609407319558994,0.26354270291840587
0.413218318064109,0.25373326903073723
0.42688523638117015,0.25396796568555385
0.5411156643676632,0.22137538126649564
0.6782724439003499,0.1864292832051585
0.6631384187124666,0.155058130961992
0.8521843634430813,0.12439096310119073
0.9632931941086604,0.09232946179501547
1.0385822109650509,0.059457091601623734
1.1723923044686528,0.027551261403745374
0.34651411642084307,0.27350102843488766
0.347889534575361,0.2689497405057775
0.3407473857441541,0.2705466107681322
0.38261295158374975,0.26847413081180227
0.3322211412564431,0.26420036441211614
0.42209015191680344,0.25867024907550296
0.41898046282323465,0.25128815134658294
0.420088517915153,0.24739604328419293
0.5047658593911798,0.21793084531823564
0.31813967027358714,0.1860156087559654
0.7725928011514295,0.15346769941733254
0.8616141975282546,0.12211390553241559
0.9983094020260583,0.0907653422734698
1.1220428360949455,0.05911956286249283
1.1592331829770834,0.027272297082725654
